id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,dirección normalizada,comuna,xy (caba),pos x,pos y,participantes,victima,acusado
2017-0090,1,2017-07-15,2017,7,15,05:15:00,5,av. chivilcoy y colectora av. gral. paz ,gral paz,chivilcoy av.,sd,"paz, gral. av.","chivilcoy av. y paz, gral. av.",11,point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,peaton-auto,peaton,auto
2017-0091,1,2017-07-15,2017,7,15,13:00:00,13,superi y av. gral. paz,gral paz,superi,sd,"paz, gral. av.","superi y paz, gral. av.",12,point (97850.57417090 109546.39428377),-58.48671535,-34.54321216,moto-sd,moto,sd
2017-0092,1,2017-07-24,2017,7,24,22:16:01,22,au 25 de mayo y au frondizi (9 de julio sur),autopista,autopista 25 de mayo,sd,autopista 1 sur presidente arturo frondizi,autopista 25 de mayo y autopista 1 sur presidente arturo frondizi,1,point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,peaton-auto,peaton,auto
2017-0093,1,2017-07-25,2017,7,25,16:48:40,16,"av. leopoldo lugones km 7,5, altura puente scalabrini ortiz, sentido a centro porteño",autopista,"lugones, leopoldo av.",sd,puente distribuidor scalabrini ortiz,"lugones, leopoldo av. y puente distribuidor scalabrini ortiz",13,point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,peaton-auto,peaton,auto
2017-0094,1,2017-07-27,2017,7,27,08:50:00,8,victor hugo 2639,calle,"hugo, victor",2639.0,sd,"hugo, victor 2639",10,point (94212.26181299 101286.25735606),-58.52640838,-34.61765855,bicicleta-cargas,bicicleta,cargas
2017-0095,1,2017-08-06,2017,8,6,08:00:00,8,av. cordoba y jeronimo salguero,avenida,cordoba av.,sd,"salguero, jeronimo","cordoba av. y salguero, jeronimo",14,point (104068.94257873 103491.45652529),-58.41894306,-34.59778875,moto-auto,moto,auto
2017-0096,1,2017-08-07,2017,8,7,19:50:00,19,av. cabildo y nuñez,avenida,cabildo av.,sd,nu?ez,cabildo av. y nuã‘ez,13,point (99608.90354249 108823.89449537),-58.46756026,-34.54972741,peaton-pasajeros,peaton,pasajeros
2017-0098,1,2017-08-08,2017,8,8,12:10:00,12,jose bonifacio 2114,calle,"bonifacio, jose",2114.0,sd,"bonifacio, jose 2114",7,point (100563.22594607 99771.56223988),-58.45715752,-34.63132912,peaton-auto,peaton,auto
2017-0099,1,2017-08-17,2017,8,17,19:45:00,19,av. pte figueroa alcorta 5400,avenida,"figueroa alcorta, pres. av.",5400.0,sd,"figueroa alcorta, pres. av. 5400",14,point (103600.34605991 107446.36084135),-58.42406784,-34.56213916,bicicleta-auto,bicicleta,auto
2017-0100,1,2017-08-21,2017,8,21,07:45:00,7,venezuela 2135,calle,republica bolivariana de venezuela,2135.0,sd,republica bolivariana de venezuela 2135,3,point (106103.99852157 101567.67895783),-58.39674470,-34.61512051,moto-objeto fijo,moto,objeto fijo
2017-0101,1,2017-08-23,2017,8,23,10:00:00,10,av. fco. lacroze y zapata,avenida,"lacroze, federico av.",sd,zapata,"lacroze, federico av. y zapata",13,point (101644.77699748 106480.78805418),-58.44537508,-34.57084818,multiple,peaton,multiple
2017-0102,1,2017-08-24,2017,8,24,01:10:00,1,iriarte y zavaleta,avenida,"iriarte, gral. av.",sd,zavaleta,"iriarte, gral. av. y zavaleta",4,point (105750.92237188 97579.79677541),-58.40056767,-34.65107080,peaton-cargas,peaton,cargas
2017-0104,1,2017-08-25,2017,8,25,09:00:00,9,av. 9 de julio y estados unidos,avenida,9 de julio av.,sd,estados unidos,9 de julio av. y estados unidos,1,point (107538.91933237 101188.13128502),-58.38109568,-34.61853244,peaton-cargas,peaton,cargas
2017-0106,1,2017-08-31,2017,8,31,19:50:00,19,fray justo santamaria de oro y guemes,calle,fray justo santamaria de oro,sd,guemes,fray justo santamaria de oro y guemes,14,point (103483.20578848 105425.94020024),-58.42533612,-34.58035258,peaton-pasajeros,peaton,pasajeros
2017-0107,1,2017-09-01,2017,9,1,11:30:00,11,av. del libertador y jaramillo,avenida,del libertador av.,sd,jaramillo,del libertador av. y jaramillo,13,point (100245.64635241 109464.60244956),-58.46062311,-34.54395182,moto-cargas,moto,cargas
2017-0108,2,2017-09-02,2017,9,2,04:53:08,4,av. gral. paz y machain,gral paz,"paz, gral. av.",sd,machain,"paz, gral. av. y machain",12,point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,auto-objeto fijo,objeto fijo,auto
2017-0109,1,2017-09-04,2017,9,4,21:00:00,21,av. directorio y portela,avenida,directorio av.,sd,portela,directorio av. y portela,7,point (99266.22533505 99180.83096967),-58.47130269,-34.63665402,moto-auto,moto,auto
2017-0110,1,2017-09-06,2017,9,6,14:15:00,14,lavalle y av. leandro n alem,avenida,lavalle,sd,"alem, leandro n. av.","lavalle y alem, leandro n. av.",1,point (108513.43549456 103032.95078343),-58.37048800,-34.60189492,peaton-pasajeros,peaton,pasajeros
2017-0111,1,2017-09-07,2017,9,7,18:23:37,18,uspallata y pirovano,calle,uspallata,sd,pirovano,uspallata y pirovano,4,point (103948.02389064 98549.15451723),-58.42023854,-34.64234110,peaton-cargas,peaton,cargas
2017-0112,2,2017-09-10,2017,9,10,09:32:17,9,au 25 de mayo y av. varela,autopista,autopista 25 de mayo,sd,sd,autopista 25 de mayo y varela av.,7,point (100479.14412395 98812.52258620),-58.45807401,-34.63997430,auto-objeto fijo,auto,objeto fijo
2017-0113,1,2017-09-11,2017,9,11,06:30:00,6,av. santa fe y maipu,avenida,santa fe av.,sd,maipu,santa fe av. y maipu,1,point (107918.77617420 103716.42961253),-58.37697717,-34.59573848,peaton-pasajeros,peaton,pasajeros
2017-0114,1,2017-09-15,2017,9,15,02:30:00,2,av. alvear y av. del libertador,avenida,alvear av.,sd,del libertador av.,alvear av. y del libertador av.,2,point (106632.70892338 104910.17381357),-58.39100580,-34.58498660,auto-objeto fijo,auto,objeto fijo
2017-0115,1,2017-09-19,2017,9,19,18:52:33,18,av. pavon y treinta y tres orientales,avenida,pavon av.,sd,treinta y tres orientales,pavon av. y treinta y tres orientales,5,point (103803.42869640 99818.79654291),-58.42182126,-34.63089661,moto-bicicleta,moto,bicicleta
2017-0116,1,2017-09-20,2017,9,20,22:24:00,22,colectora av. gral. paz 5750,gral paz,"paz, gral. av.",5750.0,sd,"paz, gral. av. 5750",12,point (95357.86744200 105380.41895972),-58.51389422,-34.58075791,moto-objeto fijo,moto,objeto fijo
2017-0118,1,2017-09-22,2017,9,22,07:02:09,7,vieytes y cruz,avenida,vieytes,sd,"cruz, osvaldo av.","vieytes y cruz, osvaldo av.",4,point (108016.39016447 97439.36817481),-58.37585415,-34.65232158,moto-auto,moto,auto
2017-0120,1,2017-10-02,2017,10,2,15:55:33,15,au dellepiane y av. escalada,autopista,autopista dellepiane luis tte. gral.,sd,escalada av.,autopista dellepiane luis tte. gral. y escalada av.,9,point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,moto-cargas,moto,cargas
2017-0123,1,2017-10-10,2017,10,10,01:05:38,1,albariño y av. argentina,avenida,albari?o,sd,argentina av.,albariã‘o y argentina av.,8,point (99518.38660571 95241.63338177),-58.46855503,-34.67216349,peaton-auto,peaton,auto
2017-0124,1,2017-10-12,2017,10,12,14:40:28,14,juan ramirez de velazco 1211,calle,"ramirez de velasco, juan",1211.0,sd,"ramirez de velasco, juan 1211",15,point (101904.43474476 104150.89892205),-58.44254033,-34.59185043,moto-pasajeros,moto,pasajeros
2017-0125,1,2017-10-13,2017,10,13,06:12:20,6,av. fernandez de la cruz y larraya,avenida,"fernandez de la cruz, f., gral. av.",sd,larraya,"fernandez de la cruz, f., gral. av. y larraya",8,point (99732.19478660 94453.36361177),-58.46622247,-34.67926929,moto-objeto fijo,moto,objeto fijo
2017-0126,2,2017-10-14,2017,10,14,06:15:00,6,av. riestra y cañada de gomez,avenida,riestra av.,sd,ca?ada de gomez,riestra av. y caã‘ada de gomez,8,point (98466.20276785 94207.42419155),-58.48003734,-34.68148508,auto-objeto fijo,auto,objeto fijo
2017-0127,1,2017-10-16,2017,10,16,07:45:00,7,gallo y av. cordoba,avenida,gallo,sd,cordoba av.,gallo y cordoba av.,2,point (104713.04838502 103467.44528033),-58.41192137,-34.59800248,moto-moto,moto,moto
2017-0128,1,2017-10-17,2017,10,17,12:30:00,12,dr. juan f. aranguren 611,calle,"aranguren, juan f., dr.",611.0,sd,"aranguren, juan f., dr. 611",6,point (102105.12699179 101749.49668435),-58.44034689,-34.61349731,peaton-pasajeros,peaton,pasajeros
2017-0129,1,2017-10-26,2017,10,26,19:15:15,19,au perito moreno y au 25 de mayo,autopista,autopista perito moreno,sd,autopista 25 de mayo,autopista perito moreno y autopista 25 de mayo,9,point (99243.41866587 97782.67879316),-58.47155277,-34.64925746,moto-pasajeros,moto,pasajeros
2017-0130,1,2017-10-27,2017,10,27,05:30:00,5,chorroarin y av. san martin,avenida,chorroarin,sd,san martin av.,chorroarin y san martin av.,15,point (98575.30034704 103283.44421792),-58.47883099,-34.59967065,auto-cargas,auto,cargas
2017-0132,1,2017-10-30,2017,10,30,14:00:00,14,cosquin y av. cnel. roca,avenida,cosquin,sd,"roca, cnel. av.","cosquin y roca, cnel. av.",8,point (99796.45945783 92847.91633262),-58.46552171,-34.69374130,moto-pasajeros,moto,pasajeros
2017-0134,1,2017-11-06,2017,11,6,18:00:00,18,av. cnel. roca 3555,avenida,"roca, cnel. av.",3555.0,sd,"roca, cnel. av. 3555",8,point (101915.86954232 95727.75538814),-58.44239720,-34.66777987,peaton-pasajeros,peaton,pasajeros
2017-0135,1,2017-11-07,2017,11,7,12:14:10,12,av. warnes y punta arenas,avenida,warnes av.,sd,punta arenas,warnes av. y punta arenas,15,point (99355.48397222 103660.98712619),-58.47032551,-34.59626814,moto-cargas,moto,cargas
2017-0136,1,2017-11-16,2017,11,16,08:43:00,8,del barco centenera y rabanal,avenida,barco centenera del,sd,"rabanal, francisco, intendente av.","barco centenera del y rabanal, francisco, intendente av.",4,point (104127.10295709 97119.53980201),-58.41827843,-34.65522746,peaton-pasajeros,peaton,pasajeros
2017-0137,1,2017-11-17,2017,11,17,11:45:00,11,av. gral. enrique mosconi y san nicolas,avenida,mosconi general av.,sd,san nicolas,mosconi general av. y san nicolas,11,point (95458.27090734 104045.28333021),-58.51280715,-34.59279388,peaton-cargas,peaton,cargas
2017-0138,1,2017-11-19,2017,11,19,10:30:00,10,av. lafuente y av. eva peron,avenida,lafuente av.,sd,"peron, eva av.","lafuente av. y peron, eva av.",7,point (100065.47249269 98381.80497378),-58.46258582,-34.64385704,moto-objeto fijo,moto,objeto fijo
2017-0139,1,2017-11-19,2017,11,19,22:30:00,22,av. cnel. roca y av. escalada,avenida,"roca, cnel. av.",sd,escalada av.,"roca, cnel. av. y escalada av.",8,point (101160.07257435 94368.23344193),-58.45064148,-34.68003614,auto-objeto fijo,auto,objeto fijo
2017-0140,1,2017-11-19,2017,11,19,23:22:17,23,au arturo frondizi pkm 3100,autopista,autopista 1 sur presidente arturo frondizi,sd,sd,autopista 1 sur presidente arturo frondizi,4,point (. .),.,.,moto-pasajeros,moto,pasajeros
2017-0141,1,2017-11-23,2017,11,23,19:45:00,19,av. la plata y av. pedro goyena,avenida,la plata av.,sd,"goyena, pedro av.","la plata av. y goyena, pedro av.",6,point (103312.47684665 100458.27902411),-58.42717783,-34.62513374,peaton-pasajeros,peaton,pasajeros
2017-0143,1,2017-11-25,2017,11,25,21:45:00,21,trelles y gral. cesar diaz,calle,"trelles, manuel r.",sd,"diaz, cesar, gral.","trelles, manuel r. y diaz, cesar, gral.",11,point (99897.24182072 102443.29154512),-58.46442001,-34.60724519,auto-pasajeros,auto,pasajeros
2017-0144,1,2017-11-26,2017,11,26,06:45:00,6,av. cnel. roca y colectora av. gral. paz,gral paz,"roca, cnel. av.",sd,"paz, gral. av.","roca, cnel. av. y paz, gral. av.",8,point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,auto-objeto fijo,auto,objeto fijo
2017-0145,1,2017-11-26,2017,11,26,17:05:00,17,maza y don bosco,calle,maza,sd,don bosco,maza y don bosco,5,point (104266.88124229 101889.22080612),-58.41677733,-34.61223119,moto-auto,moto,auto
2017-0147,1,2017-11-28,2017,11,28,11:15:00,11,av. gral. paz y av. eva peron,gral paz,"paz, gral. av.",sd,"peron, eva av.","paz, gral. av. y peron, eva av.",9,point (96405.76679348 94981.38013791),-58.50251790,-34.67450313,moto-auto,moto,auto
2017-0148,1,2017-11-29,2017,11,29,10:45:00,10,av. san juan y la rioja,avenida,san juan av.,sd,la rioja,san juan av. y la rioja,3,point (105155.42991407 100540.06938064),-58.40708125,-34.62438894,peaton-pasajeros,peaton,pasajeros
2017-0149,1,2017-11-30,2017,11,30,12:20:00,12,av. paseo colon y mexico,avenida,paseo colon av.,sd,mexico,paseo colon av. y mexico,1,point (108605.31247489 101604.53195530),-58.36947198,-34.61477051,peaton-pasajeros,peaton,pasajeros
2017-0150,1,2017-12-04,2017,12,4,01:15:00,1,av. rivadavia y miralla,avenida,rivadavia av.,sd,miralla,rivadavia av. y miralla,9,point (95589.03838155 98881.22999034),-58.51140889,-34.63934531,peaton-auto,peaton,auto
2017-0151,1,2017-12-04,2017,12,4,02:15:00,2,vieytes y lujan,calle,vieytes,sd,lujan,vieytes y lujan,4,point (108130.20782757 97076.54120716),-58.37460912,-34.65559133,peaton-pasajeros,peaton,pasajeros
2017-0152,1,2017-12-06,2017,12,6,17:30:00,17,cachi y traful,calle,cachi,sd,traful,cachi y traful,4,point (104752.14395609 97617.14934540),-58.41146277,-34.65073916,bicicleta-pasajeros,bicicleta,pasajeros
2017-0153,2,2017-12-11,2017,12,11,02:00:00,2,rosario y av. la plata,avenida,rosario,sd,la plata av.,rosario y la plata av.,6,point (103186.65733155 101217.09689755),-58.42855267,-34.61829385,moto-pasajeros,moto,pasajeros
2017-0154,1,2017-12-11,2017,12,11,09:15:00,9,av. entre rios y av. caseros ,avenida,entre rios av.,sd,caseros av.,entre rios av. y caseros av.,4,point (106688.43418876 99459.27505947),-58.39035581,-34.63412287,peaton-pasajeros,peaton,pasajeros
2017-0155,1,2017-12-12,2017,12,12,21:25:41,21,av. rivadavia 6350,avenida,rivadavia av.,6350.0,sd,rivadavia av. 6350,7,point (100674.98109200 100299.64949548),-58.45593915,-34.62656868,sd-moto,sd,moto
2017-0157,1,2017-12-17,2017,12,17,09:02:00,9,av. gral. paz y humaita,gral paz,"paz, gral. av.",sd,humaita,"paz, gral. av. y humaita",9,point (94007.62506099 98145.35456663),-58.52866211,-34.64597065,auto-pasajeros,auto,pasajeros
2017-0158,1,2017-12-18,2017,12,18,21:30:00,21,gualeguaychu y colectora av. gral paz,gral paz,gualeguaychu,sd,"paz, gral. av.","gualeguaychu y paz, gral. av.",11,point (94764.11350214 103903.32150283),-58.52037476,-34.59407024,moto-auto,moto,auto
2017-0159,1,2017-12-20,2017,12,20,04:31:27,4,av. independencia y virrey cevallos,avenida,independencia av.,sd,"cevallos, virrey","independencia av. y cevallos, virrey",1,point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,moto-auto,moto,auto
2017-0160,1,2017-12-22,2017,12,22,13:15:00,13,av. nazca 365,avenida,nazca av.,365.0,sd,nazca av. 365,7,point (99317.63492514 100172.19114010),-58.47074114,-34.62771756,peaton-moto,peaton,moto
2017-0161,1,2017-12-26,2017,12,26,15:30:00,15,av. eva peron 5249,avenida,"peron, eva av.",5249.0,sd,"peron, eva av. 5249",9,point (98285.13000363 96624.14779705),-58.48200819,-34.65969965,peaton-auto,peaton,auto
2018-0001,1,2018-01-01,2018,1,1,22:50:00,22,san juan av. y rincón,avenida,san juan av.,sd,rincon,san juan av. y rincon,3,point (106229.70400707 100696.43939679),-58.39536773,-34.62297346,peaton-moto,peaton,moto
2018-0002,1,2018-01-03,2018,1,3,16:40:00,16,peru 937,calle,peru,937.0,sd,peru 937,1,point (108138.18410245 101140.78821350),-58.37456088,-34.61895467,bicicleta-pasajeros,bicicleta,pasajeros
2018-0003,1,2018-01-05,2018,1,5,10:12:00,10,"pueyrredon, honorio, dr. av. y galicia",avenida,"pueyrredon, honorio, dr. av.",sd,galicia,"pueyrredon, honorio, dr. av. y galicia",15,point (101348.13972450 102808.02053976),-58.44860217,-34.60395657,multiple,peaton,multiple
2018-0004,1,2018-01-09,2018,1,9,09:40:00,9,del libertador av. y manzanares,avenida,del libertador av.,sd,manzanares,del libertador av. y manzanares,13,point (100183.96103971 109533.84269558),-58.46129513,-34.54332766,multiple,moto,multiple
2018-0005,1,2018-01-09,2018,1,9,22:30:00,22,paseo colon av. 1019,avenida,paseo colon av.,1019.0,sd,paseo colon av. 1019,1,point (108641.50518777 101075.93727953),-58.36907201,-34.61953517,peaton-pasajeros,peaton,pasajeros
2018-0006,1,2018-01-10,2018,1,10,21:15:00,21,valle y barco centenera del,calle,valle,sd,barco centenera del,valle y barco centenera del,6,point (102079.59903748 100474.45881577),-58.44062219,-34.62499107,bicicleta-pasajeros,bicicleta,pasajeros
2018-0007,1,2018-01-11,2018,1,11,02:30:00,2,au perito moreno  km 0.6,autopista,autopista perito moreno,sd,sd,autopista perito moreno km. 0.6,9,point (94340.14761734 99250.24722124),-58.52502765,-34.63601265,auto-auto,auto,auto
2018-0008,1,2018-01-12,2018,1,12,17:50:00,17,"huergo, ing. av. e independencia av.",avenida,"huergo, ing. av.",sd,independencia av.,"huergo, ing. av. e independencia av.",1,point (108868.80749430 101370.51785663),-58.36659655,-34.61687778,moto-cargas,moto,cargas
2018-0009,1,2018-01-14,2018,1,14,02:00:00,2,"pilcomayo y brown, alte. av.",avenida,pilcomayo,sd,"brown, alte. av.","pilcomayo y brown, alte. av.",4,point (108796.38792642 100177.06810505),-58.36737389,-34.62763661,moto-moto,moto,moto
2018-0010,1,2018-01-18,2018,1,18,05:10:00,5,"cervantes y belaustegui, luis, dr.",calle,cervantes,sd,"belaustegui, luis, dr.","cervantes y belaustegui, luis, dr.",10,point (96810.81688812 99875.56613013),-58.49807953,-34.63038658,moto-cargas,moto,cargas
2018-0011,1,2018-01-19,2018,1,19,10:30:00,10,callao y vte. lopez,avenida,callao av.,sd,"lopez, vicente","callao av. y lopez, vicente",2,point (106639.47032605 104255.89970551),-58.39092703,-34.59088447,peaton-pasajeros,peaton,pasajeros
2018-0012,1,2018-01-26,2018,1,26,13:30:00,13,"oliden y chilavert, martiniano, coronel",calle,oliden,sd,"chilavert, martiniano, coronel","oliden y chilavert, martiniano, coronel",8,point (99466.65991849 94317.70888094),-58.46912006,-34.68049201,moto-pasajeros,moto,pasajeros
2018-0013,1,2018-01-28,2018,1,28,08:15:00,8,congreso av. y galvan,avenida,congreso av.,sd,galvan,congreso av. y galvan,12,point (97860.62977748 106812.00802724),-58.48661286,-34.56786129,moto-auto,moto,auto
2018-0014,1,2018-01-31,2018,1,31,20:00:00,20,"moreno, perito av. y rivera indarte",avenida,"moreno, perito av.",sd,rivera indarte av.,"moreno, perito av. y rivera indarte av.",7,point (102067.32140821 97610.71255013),-58.44074927,-34.65080597,peaton-moto,peaton,moto
2018-0015,2,2018-02-06,2018,2,6,01:00:00,1,australia av. 2800,avenida,australia av.,2800.0,sd,australia av. 2800,4,point (107053.47849253 98047.93724144),-58.38636298,-34.64684275,moto-pasajeros,moto,pasajeros
2018-0016,1,2018-02-15,2018,2,15,10:15:00,10,"del libertador av. y ramos mejia, jose maria, dr. av.",avenida,del libertador av.,sd,"ramos mejia, jose maria, dr. av.","del libertador av. y ramos mejia, jose maria, dr. av.",1,point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,moto-cargas,moto,cargas
2018-0017,1,2018-02-17,2018,2,17,04:15:00,4,san pedrito av. y rivadavia av.,avenida,san pedrito av.,sd,rivadavia av.,san pedrito av. y rivadavia av.,7,point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,peaton-auto,peaton,auto
2018-0018,1,2018-02-17,2018,2,17,07:15:00,7,"isabel la catolica y salvadores, cnel.",calle,isabel la catolica,sd,"salvadores, cnel.","isabel la catolica y salvadores, cnel.",4,point (108363.47256437 98202.84498754),-58.37207554,-34.64543658,moto-cargas,moto,cargas
2018-0019,1,2018-02-17,2018,2,17,12:30:00,12,las heras general av. y callao av.,avenida,las heras general av.,sd,callao av.,las heras general av. y callao av.,2,point (106550.65433457 104158.41702434),-58.39189441,-34.59176378,peaton-pasajeros,peaton,pasajeros
2018-0020,1,2018-02-19,2018,2,19,22:00:00,22,fernandez de la cruz subida au héctor j. cámpora,autopista,autopista presidente hector j. campora,sd,sd,"fernandez de la cruz f., gral. av. y autopista presidente hector j. campora",8,point (101207.19032483 96015.90575056),-58.45012957,-34.66518343,moto-cargas,moto,cargas
2018-0021,1,2018-02-22,2018,2,22,10:45:00,10,amancio alcorta y zavaleta,avenida,"alcorta, amancio av.",sd,zavaleta,"alcorta, amancio av. y zavaleta",4,point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,peaton-pasajeros,peaton,pasajeros
2018-0022,1,2018-02-24,2018,2,24,00:00:00,0,"montes de oca, manuel y olavarria",avenida,"montes de oca, manuel av.",sd,olavarria,"montes de oca, manuel av. y olavarria",4,point (108149.86840397 98842.98534187),-58.37441153,-34.63966783,moto-cargas,moto,cargas
2018-0023,1,2018-02-24,2018,2,24,06:00:00,6,barco centenera del y rosario,calle,barco centenera del,sd,rosario,barco centenera del y rosario,6,point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,moto-auto,moto,auto
2018-0024,1,2018-02-28,2018,2,28,23:00:00,23,alvarez thomas av. y donado,avenida,alvarez thomas av.,sd,donado,alvarez thomas av. y donado,15,point (99305.05235104 105657.19134383),-58.47087351,-34.57827342,peaton-cargas,peaton,cargas
2018-0025,1,2018-03-04,2018,3,4,22:30:00,22,av. avellaneda y av. boyacá,avenida,avellaneda av.,sd,boyaca av.,avellaneda av. y boyaca av.,7,point (100337.26455822 100756.41076314),-58.45962210,-34.62245140,peaton-auto,peaton,auto
2018-0026,2,2018-03-09,2018,3,9,04:45:00,4,"rabanal, francisco, intendente av. y saenz av.",avenida,"rabanal, francisco, intendente av.",sd,saenz av.,"rabanal, francisco, intendente av. y saenz av.",4,point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,movil-cargas,movil,cargas
2018-0027,1,2018-03-11,2018,3,11,23:00:00,23,castro y rondeau,calle,castro,sd,rondeau,castro y rondeau,5,point (104051.46146857 99117.09528964),-58.41911301,-34.63722107,peaton-moto,peaton,moto
2018-0028,1,2018-03-13,2018,3,13,15:45:00,15,"bilbao, francisco av. y azul",avenida,"bilbao, francisco av.",sd,azul,"bilbao, francisco av. y azul",9,point (99275.15851476 98531.15835355),-58.47120586,-34.64251042,peaton-cargas,peaton,cargas
2018-0029,1,2018-03-15,2018,3,15,18:00:00,18,nazca av. y gaona av.,avenida,nazca av.,sd,gaona av.,nazca av. y gaona av.,11,point (99001.33520474 100973.19474422),-58.47418944,-34.62049672,moto-auto,moto,auto
2018-0030,1,2018-03-20,2018,3,20,01:30:00,1,plaza y alvarez thomas av.,avenida,plaza,sd,alvarez thomas av.,plaza y alvarez thomas av.,15,point (99641.71055660 105570.42188351),-58.46720441,-34.57905579,moto-moto,moto,moto
2018-0031,1,2018-03-28,2018,3,28,10:15:00,10,"gaona av. y artigas, jose gervasio, gral.",avenida,gaona av.,sd,"artigas, jose gervasio, gral.","gaona av. y artigas, jose gervasio, gral.",11,point (99468.64184992 101272.71412938),-58.46909362,-34.61779710,moto-cargas,moto,cargas
2018-0032,1,2018-04-02,2018,4,2,13:00:00,13,cabildo av. y aguilar,avenida,cabildo av.,sd,aguilar,cabildo av. y aguilar,13,point (101491.71965442 106698.43843791),-58.44704343,-34.56888640,peaton-pasajeros,peaton,pasajeros
2018-0033,1,2018-04-07,2018,4,7,07:30:00,7,camarones y lope de vega av.,avenida,camarones,sd,lope de vega av.,camarones y lope de vega av.,10,point (96143.57848535 100026.85558450),-58.50535541,-34.62902048,moto-cargas,moto,cargas
2018-0034,1,2018-04-11,2018,4,11,18:15:00,18,santa fe av. 2320,avenida,santa fe av.,2320.0,sd,santa fe av. 2320,2,point (105786.93203839 103775.29320399),-58.40021675,-34.59522198,peaton-pasajeros,peaton,pasajeros
2018-0035,1,2018-04-12,2018,4,12,16:45:00,16,av. rivadavia 6950,avenida,rivadavia av.,6950.0,sd,rivadavia av. 6950,7,point (100003.66169818 100008.18099088),-58.46325991,-34.62919627,peaton-pasajeros,peaton,pasajeros
2018-0036,1,2018-04-13,2018,4,13,23:15:00,23,av. san martín y argerich,avenida,san martin av.,sd,argerich,san martin av. y argerich,15,point (97118.17245497 103585.17867883),-58.49471482,-34.59694755,moto-auto,moto,auto
2018-0037,1,2018-04-18,2018,4,18,18:45:00,18,"cordoba av. y uriburu jose e., pres.",avenida,cordoba av.,sd,"uriburu jose e., pres.","cordoba av. y uriburu jose e., pres.",2,point (105923.35790409 103271.83194351),-58.39872610,-34.59975962,peaton-cargas,peaton,cargas
2018-0038,2,2018-04-20,2018,4,20,17:10:00,17,av. rivadavia 1571,avenida,rivadavia av.,1571.0,sd,rivadavia av. 1571,1,point (106840.31999667 102262.72809661),-58.38872177,-34.60885045,peaton-auto,peaton,auto
2018-0039,1,2018-04-21,2018,4,21,22:15:00,22,autopista lugones km 4.7,autopista,"lugones, leopoldo av.",sd,sd,sd,14,point (. .),.,.,peaton-auto,peaton,auto
2018-0040,1,2018-04-27,2018,4,27,11:00:00,11,ramon freire y virrey olaguer y feliu,calle,"freire, ramon, cap. gral.",sd,"olaguer y feliu, virrey","freire, ramon, cap. gral. y olaguer y feliu, virrey",13,point (100590.76036525 106235.55299971),-58.45686132,-34.57305993,peaton-cargas,peaton,cargas
2018-0041,1,2018-04-27,2018,4,27,13:30:00,13,"la plata av. y fernandez de la cruz, f., gral. av.",avenida,la plata av.,sd,"fernandez de la cruz, f., gral. av.","la plata av. y fernandez de la cruz, f., gral. av.",4,point (103711.66698694 98495.65433114),-58.42281627,-34.64282424,peaton-pasajeros,peaton,pasajeros
2018-0042,1,2018-04-27,2018,4,27,18:43:00,18,brandsen y perdriel,calle,brandsen,sd,perdriel,brandsen y perdriel,4,point (107026.83754260 98858.75172681),-58.38666024,-34.63953396,moto-cargas,moto,cargas
2018-0043,1,2018-04-28,2018,4,28,06:30:00,6,"vilardebo, teodoro y alvarez jonte av.",avenida,"vilardebo, teodoro",sd,alvarez jonte av.,"vilardebo, teodoro y alvarez jonte av.",11,point (97438.46582767 101907.03915052),-58.49122843,-34.61207587,moto-auto,moto,auto
2018-0044,1,2018-04-28,2018,4,28,09:00:00,9,alberti e independencia av.,avenida,alberti,sd,independencia av.,alberti e independencia av.,3,point (105715.04318224 101174.58167004),-58.40098306,-34.61866627,peaton-auto,peaton,auto
2018-0045,1,2018-04-30,2018,4,30,07:00:00,7,alvarez thomas av. 879,avenida,alvarez thomas av.,879.0,sd,alvarez thomas av. 879,13,point (100808.33159423 105557.81994917),-58.45448963,-34.57916920,auto-cargas,auto,cargas
2018-0046,1,2018-05-02,2018,5,2,03:15:00,3,av. gral. paz y av. rivadavia,gral paz,"paz, gral. av.",sd,rivadavia av.,"paz, gral. av. y rivadavia av.",9,point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,peaton-auto,peaton,auto
2018-0047,1,2018-05-08,2018,5,8,19:00:00,19,av. corrientes y av. dorrego,avenida,corrientes av.,sd,dorrego av.,corrientes av. y dorrego av.,15,point (101440.29935254 104167.40204334),-58.44759966,-34.59170240,peaton-pasajeros,peaton,pasajeros
